0,0,1,355,vehicle.tesla.model3,2,-10.83,-125.29,2.341,3.142,0.0,0.0,-5.862,21.103,0.0,421.74,0
0,0,2,362,vehicle.chevrolet.impala,4,-32.982,-127.623,-0.042,3.093,0.0,-0.0,0.178,0.64,0.0,421.74,0
0,0,3,363,vehicle.tesla.model3,2,-15.024,-128.498,-0.019,3.093,0.0,-0.0,0.1,0.36,0.0,421.74,0
0,0,4,364,vehicle.mercedes-benz.coupe,3,-23.007,-128.109,0.124,3.093,-0.0,-0.0,0.024,0.088,0.0,421.74,0
0,0,5,365,vehicle.audi.a2,6,-38.935,-127.456,-0.042,-3.026,-0.0,-0.0,0.178,0.64,0.0,421.74,0
0,0,1,355,vehicle.tesla.model3,2,-10.831,-125.288,-0.027,3.142,-0.0,-0.008,0.185,0.667,0.1,421.85,0
0,0,2,362,vehicle.chevrolet.impala,4,-32.982,-127.623,-0.007,3.093,0.0,0.0,-0.002,0.006,0.1,421.85,0
0,0,3,363,vehicle.tesla.model3,2,-15.024,-128.498,0.001,3.093,-0.0,-0.0,0.004,0.013,0.1,421.85,0
0,0,4,364,vehicle.mercedes-benz.coupe,3,-23.007,-128.109,0.129,3.093,-0.0,-0.0,0.001,0.003,0.1,421.85,0
0,0,5,365,vehicle.audi.a2,6,-38.935,-127.456,-0.007,-3.026,-0.0,0.0,-0.002,0.006,0.1,421.85,0
0,0,1,355,vehicle.tesla.model3,2,-10.83,-125.288,0.001,-3.142,0.0,0.0,0.0,0.0,0.2,421.97,0
0,0,2,362,vehicle.chevrolet.impala,4,-32.982,-127.623,-0.008,3.093,-0.0,-0.0,0.0,0.0,0.2,421.97,0
0,0,3,363,vehicle.tesla.model3,2,-15.024,-128.498,0.001,3.093,0.0,-0.0,0.0,0.0,0.2,421.97,0
0,0,4,364,vehicle.mercedes-benz.coupe,3,-23.007,-128.109,0.129,3.093,-0.0,-0.0,0.0,0.0,0.2,421.97,0
0,0,5,365,vehicle.audi.a2,6,-38.935,-127.456,-0.008,-3.026,-0.0,-0.0,0.0,0.0,0.2,421.97,0
0,0,1,355,vehicle.tesla.model3,2,-10.83,-125.288,0.001,-3.142,0.0,0.0,0.0,0.0,0.3,422.09,0
0,0,2,362,vehicle.chevrolet.impala,4,-32.982,-127.623,-0.008,3.093,-0.0,0.0,0.0,0.0,0.3,422.09,0
0,0,3,363,vehicle.tesla.model3,2,-15.024,-128.498,0.001,3.093,-0.0,0.0,0.0,0.0,0.3,422.09,0
0,0,4,364,vehicle.mercedes-benz.coupe,3,-23.007,-128.109,0.129,3.093,-0.0,-0.0,0.0,0.0,0.3,422.09,0
0,0,5,365,vehicle.audi.a2,6,-38.935,-127.456,-0.008,-3.026,0.0,-0.0,0.0,0.0,0.3,422.09,0
0,0,1,355,vehicle.tesla.model3,2,-10.83,-125.288,0.001,-3.142,0.0,0.0,0.0,0.0,0.4,422.21,0
0,0,2,362,vehicle.chevrolet.impala,4,-32.982,-127.623,-0.008,3.093,0.0,-0.0,0.0,0.0,0.4,422.21,0
0,0,3,363,vehicle.tesla.model3,2,-15.024,-128.498,0.001,3.093,0.0,-0.0,-0.0,0.0,0.4,422.21,0
0,0,4,364,vehicle.mercedes-benz.coupe,3,-23.676,-128.076,0.128,3.093,-3.242,0.158,0.0,11.686,0.4,422.21,0
0,0,5,365,vehicle.audi.a2,6,-39.448,-127.553,-0.015,-3.001,-2.898,-0.665,-0.0,10.705,0.4,422.21,0
